seed,val_pr_auc,test_pr_auc,gap_pp,test_roc_auc,test_f1
0,0.9776371752746158,0.9393610295092245,3.827614576539129,0.9845693003035243,0.8722707423580786
1,0.9839836514615821,0.9481150264201049,3.5868625041477142,0.9875604066430739,0.8831877729257642
7,0.9771652967445058,0.9400667438655191,3.709855287898667,0.9836672100945034,0.8716838115863562
42,0.9840419714432588,0.9437506537524287,4.029131769083005,0.9860026243588214,0.8813559322033898
123,0.9494846438346756,0.9419218455842705,0.7562798250405067,0.985965512213872,0.883352208380521
